LEA,SCHOOL_NAME,1314_GRADES_SERVED,1415_GRADES_SERVED,1516_GRADES_SERVED,1617_GRADES_SERVED,1718_GRADES_SERVED,1819_GRADES_SERVED,1920_GRADES_SERVED,2021_GRADES_SERVED,2122_GRADES_SERVED,2223_GRADES_SERVED,2324_GRADES_SERVED,1314_ACT_NUM_TESTED,1415_ACT_NUM_TESTED,1516_ACT_NUM_TESTED,1617_ACT_NUM_TESTED,1718_ACT_NUM_TESTED,1819_ACT_NUM_TESTED,1920_ACT_NUM_TESTED,2021_ACT_NUM_TESTED,2122_ACT_NUM_TESTED,2223_ACT_NUM_TESTED,2324_ACT_NUM_TESTED,1314_ACT_NUM_TESTED_12,1415_ACT_NUM_TESTED_12,1516_ACT_NUM_TESTED_12,1617_ACT_NUM_TESTED_12,1718_ACT_NUM_TESTED_12,1819_ACT_NUM_TESTED_12,1920_ACT_NUM_TESTED_12,2021_ACT_NUM_TESTED_12,2122_ACT_NUM_TESTED_12,2223_ACT_NUM_TESTED_12,2324_ACT_NUM_TESTED_12,1314_ACT_COMP,1415_ACT_COMP,1516_ACT_COMP,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,2324_ACT_COMP,1314_ACT_MATH,1415_ACT_MATH,1516_ACT_MATH,1617_ACT_MATH,1718_ACT_MATH,1819_ACT_MATH,1920_ACT_MATH,2021_ACT_MATH,2122_ACT_MATH,2223_ACT_MATH,2324_ACT_MATH,1314_ACT_READ,1415_ACT_READ,1516_ACT_READ,1617_ACT_READ,1718_ACT_READ,1819_ACT_READ,1920_ACT_READ,2021_ACT_READ,2122_ACT_READ,2223_ACT_READ,2324_ACT_READ,1314_ACT_SCIENCE,1415_ACT_SCIENCE,1516_ACT_SCIENCE,1617_ACT_SCIENCE,1718_ACT_SCIENCE,1819_ACT_SCIENCE,1920_ACT_SCIENCE,2021_ACT_SCIENCE,2122_ACT_SCIENCE,2223_ACT_SCIENCE,2324_ACT_SCIENCE,1314_AP_PASS,1415_AP_PASS,1516_AP_PASS,1617_AP_PASS,1718_AP_PASS,1819_AP_PASS,1920_AP_PASS,2021_AP_PASS,2122_AP_PASS,2223_AP_PASS,2324_AP_PASS,1314_AP_EXAMS,1415_AP_EXAMS,1516_AP_EXAMS,1617_AP_EXAMS,1718_AP_EXAMS,1819_AP_EXAMS,1920_AP_EXAMS,2021_AP_EXAMS,2122_AP_EXAMS,2223_AP_EXAMS,2324_AP_EXAMS,1314_AP_STUDENTS,1415_AP_STUDENTS,1516_AP_STUDENTS,1617_AP_STUDENTS,1718_AP_STUDENTS,1819_AP_STUDENTS,1920_AP_STUDENTS,2021_AP_STUDENTS,2122_AP_STUDENTS,2223_AP_STUDENTS,2324_AP_STUDENTS,1314_CC_ACCUMULATION,1415_CC_ACCUMULATION,1516_CC_ACCUMULATION,1617_CC_ACCUMULATION,1718_CC_ACCUMULATION,1819_CC_ACCUMULATION,1920_CC_ACCUMULATION,2021_CC_ACCUMULATION,2122_CC_ACCUMULATION,2223_CC_ACCUMULATION,2324_CC_ACCUMULATION,1314_COLLEGE_GOING,1415_COLLEGE_GOING,1516_COLLEGE_GOING,1617_COLLEGE_GOING,1718_COLLEGE_GOING,1819_COLLEGE_GOING,1920_COLLEGE_GOING,2021_COLLEGE_GOING,2122_COLLEGE_GOING,2223_COLLEGE_GOING,2324_COLLEGE_GOING,1314_COLLEGE_REMEDIATION,1415_COLLEGE_REMEDIATION,1516_COLLEGE_REMEDIATION,1617_COLLEGE_REMEDIATION,1718_COLLEGE_REMEDIATION,1819_COLLEGE_REMEDIATION,1920_COLLEGE_REMEDIATION,2021_COLLEGE_REMEDIATION,2122_COLLEGE_REMEDIATION,2223_COLLEGE_REMEDIATION,2324_COLLEGE_REMEDIATION
5502006,Centerpoint Primary School,K-3,K-3,K-3,P-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5502008,Centerpoint Intermediate Sch,4-5,4-5,4-5,4-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5502010,Centerpoint High School,6-12,6-12,6-12,6-12,6-12,6-12,9-12,9-12,N/A,N/A,N/A,57.00,66.00,91.00,87.00,83.00,101.00,101.00,108.00,N/A,N/A,N/A,44.00,47.00,53.00,59.00,71.00,60.00,69.00,71.00,N/A,N/A,N/A,N/A,N/A,N/A,19.80,19.87,19.77,19.29,18.06,N/A,N/A,N/A,N/A,N/A,N/A,19.78,18.77,18.88,17.64,17.04,N/A,N/A,N/A,N/A,N/A,N/A,20.59,21.14,20.45,20.52,18.07,N/A,N/A,N/A,N/A,N/A,N/A,20.07,20.30,20.30,19.68,19.18,N/A,N/A,N/A,N/A,N/A,N/A,20.00,24.00,17.00,22.00,19.00,N/A,N/A,N/A,N/A,N/A,N/A,119.00,107.00,130.00,69.00,101.00,N/A,N/A,N/A,N/A,N/A,N/A,79.00,79.00,74.00,87.00,85.00,N/A,N/A,N/A,N/A,N/A,N/A,0.66,0.47,0.65,0.51,0.57,N/A,N/A,N/A,N/A,N/A,N/A,0.55,0.53,0.57,0.53,0.55,N/A,N/A,N/A,N/A,N/A,N/A,0.63,0.66,0.70,0.72,0.80,N/A,N/A,N/A
5503010,Kirby Elementary School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5503011,Kirby High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,33.00,32.00,39.00,34.00,39.00,36.00,37.00,21.00,34.00,30.00,N/A,19.00,25.00,30.00,29.00,21.00,26.00,25.00,32.00,19.00,23.00,N/A,N/A,N/A,N/A,19.14,19.90,18.08,19.56,17.59,17.79,17.30,N/A,N/A,N/A,N/A,17.48,18.95,16.88,17.88,15.97,16.74,16.78,N/A,N/A,N/A,N/A,19.76,20.90,19.88,20.48,19.06,18.26,18.17,N/A,N/A,N/A,N/A,19.66,20.62,18.35,20.32,18.38,19.37,17.39,N/A,N/A,N/A,N/A,0.00,0.00,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.00,2.00,N/A,10.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.68,0.50,0.59,0.38,0.61,0.58,0.33,N/A,N/A,N/A,N/A,0.58,0.74,0.63,0.68,0.53,0.47,0.43,N/A,N/A,N/A,N/A,0.76,0.52,0.88,0.72,0.84,0.84,0.56,N/A
5504001,Delight Elementary School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5504014,Murfreesboro Elementary School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5504015,Murfreesboro High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,45.00,41.00,56.00,56.00,50.00,58.00,54.00,61.00,38.00,53.00,N/A,31.00,42.00,38.00,49.00,33.00,38.00,43.00,43.00,47.00,23.00,N/A,N/A,N/A,N/A,20.39,18.21,19.29,17.63,18.91,18.28,18.57,N/A,N/A,N/A,N/A,19.76,17.42,18.11,16.51,17.53,17.13,16.91,N/A,N/A,N/A,N/A,20.63,17.91,19.95,17.44,19.16,18.53,19.74,N/A,N/A,N/A,N/A,20.31,18.52,20.29,18.79,19.79,19.04,18.87,N/A,N/A,N/A,N/A,4.00,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.00,N/A,12.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.47,0.61,0.50,0.47,0.39,0.46,0.48,N/A,N/A,N/A,N/A,0.53,0.58,0.69,0.48,0.49,0.56,0.50,N/A,N/A,N/A,N/A,0.51,0.76,0.68,0.84,0.70,0.81,0.53,N/A
5602005,Harrisburg Elementary School,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-6,K-6,K-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5602007,Harrisburg High School,9-12,9-12,9-12,9-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.00,83.00,115.00,107.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.00,68.00,62.00,73.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.40,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.52,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.30,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.07,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.00,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.00,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.00,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.58,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.40,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.75,N/A,N/A,CV,N/A,N/A,N/A,N/A
5602008,Harrisburg Middle School,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5602031,Weiner Elementary,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5604015,Marked Tree Elementary School,K-5,K-5,K-6,P-5,P-5,P-5,P-6,P-6,P-6,P-6,P-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5604017,Marked Tree High School,9-12,9-12,9-12,9-12,9-12,9-12,7-12,7-12,7-12,7-12,7-12,30.00,38.00,51.00,51.00,56.00,37.00,35.00,36.00,42.00,67.00,N/A,17.00,22.00,32.00,40.00,38.00,39.00,27.00,25.00,33.00,36.00,N/A,N/A,N/A,N/A,20.75,17.26,16.95,16.78,17.36,16.70,15.33,N/A,N/A,N/A,N/A,20.55,17.39,17.18,16.63,16.76,16.39,15.28,N/A,N/A,N/A,N/A,21.65,16.79,17.31,16.96,18.12,16.79,15.89,N/A,N/A,N/A,N/A,19.88,17.39,16.64,17.11,17.44,17.36,16.42,N/A,N/A,N/A,N/A,6.00,3.00,1.00,6.00,2.00,2.00,5.00,N/A,N/A,N/A,N/A,60.00,66.00,68.00,31.00,30.00,58.00,42.00,N/A,N/A,N/A,N/A,40.00,38.00,37.00,31.00,31.00,31.00,17.00,N/A,N/A,N/A,N/A,0.58,0.66,0.56,0.57,0.27,0.18,0.50,N/A,N/A,N/A,N/A,0.58,0.38,0.55,0.47,0.65,0.37,0.37,N/A,N/A,N/A,N/A,0.50,0.89,0.82,0.85,0.80,0.88,0.50,N/A
5604018,Marked Tree Middle School,6-8,6-8,6-8,6-8,6-8,6-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5605001,Trumann Intermediate Sch 5-6,5-6,5-6,5-7,5-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5605021,Cedar Park Elementary School,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-5,K-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5605023,Trumann High School,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,69.00,51.00,104.00,124.00,120.00,130.00,105.00,124.00,107.00,102.00,N/A,54.00,66.00,57.00,65.00,90.00,76.00,102.00,79.00,94.00,90.00,N/A,N/A,N/A,N/A,18.25,18.78,17.76,17.86,17.75,17.48,17.02,N/A,N/A,N/A,N/A,18.23,18.57,17.57,17.55,17.27,17.34,16.57,N/A,N/A,N/A,N/A,18.51,18.84,17.91,18.13,17.06,17.82,17.76,N/A,N/A,N/A,N/A,18.85,18.90,17.99,18.19,18.00,18.02,17.12,N/A,N/A,N/A,N/A,2.00,1.00,5.00,4.00,2.00,7.00,7.00,N/A,N/A,N/A,N/A,112.00,108.00,120.00,53.00,95.00,116.00,120.00,N/A,N/A,N/A,N/A,63.00,59.00,59.00,66.00,60.00,60.00,68.00,N/A,N/A,N/A,N/A,0.55,0.47,0.60,0.61,0.50,0.53,0.58,N/A,N/A,N/A,N/A,0.41,0.48,0.42,0.43,0.34,0.30,0.39,N/A,N/A,N/A,N/A,0.68,0.73,0.76,0.86,0.73,0.78,0.38,N/A
5605024,Trumann Intermediate School7-8,7-8,7-8,7-9,7-8,5-8,5-8,5-8,5-8,5-8,6-8,6-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
5608034,Lepanto Elementary,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-2,K-2,K-2,K-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
